Current (uA),rx timestamp (us),board timestamps (ms)
906.3,68213557,68000
904.4,68213557,68000
908.9,68215536,68000
909.3,68215536,68000
908.7,68217883,68000
906.7,68218292,68000
906.7,68220089,68000
907.5,68220089,68000
910.4,68221973,68000
905.9,68221973,68000
906.9,68224013,68000
909.6,68225019,68000
904.0,68226013,68000
907.6,68226013,68000
909.1,68228318,68000
909.4,68228318,68000
905.5,68230375,68000
911.4,68230375,68000
908.1,68231432,68000
908.4,68232376,68000
910.4,68233326,68000
909.9,68234331,68000
907.6,68236371,68000
907.6,68236371,68000
908.0,68237721,68000
907.0,68237721,68000
909.8,68239783,68000
909.8,68240740,68000
910.0,68242117,68000
907.3,68242117,68000
909.6,68243929,68000
907.2,68243929,68000
908.0,68245955,68000
907.5,68245955,68000
905.3,68247993,68000
908.9,68248158,68000
909.1,68249521,68000
905.2,68250418,68000
906.9,68251423,68000
909.8,68251423,68000
910.0,68253491,68000
902.8,68253491,68000
907.5,68256084,68000
909.8,68256084,68000
907.5,68258001,68000
912.1,68258165,68000
910.4,68259243,68000
909.9,68259243,68000
907.7,68261266,68000
910.0,68263997,68000
907.1,68263997,68000
909.8,68265887,68000
908.9,68265887,68000
909.2,68266976,68000
906.5,68268069,68000
909.1,68269734,68000
907.4,68269734,68000
906.9,68271554,68000
908.1,68271554,68000
908.9,68273566,68000
905.4,68273566,68000
900.7,68275566,68000
909.1,68275566,68000
908.6,68278007,68000
909.2,68278007,68000
910.0,68279098,68000
905.5,68280074,68000
910.1,68281092,68000
909.0,68281092,68000
909.0,68283134,68000
909.9,68283134,68000
909.5,68285017,68000
909.3,68285017,68000
909.1,68287402,68000
909.9,68287402,68000
909.0,68289575,68000
909.0,68289575,68000
909.6,68291358,68000
903.9,68291358,68000
906.2,68293553,68000
909.6,68293553,68000
905.8,68295571,68000
907.3,68295571,68000
909.0,68297930,68000
909.1,68297930,68000
905.4,68299502,68000
906.1,68299502,68000
902.3,68300590,68000
907.6,68301542,68000
908.5,68303540,68000
907.4,68303540,68000
909.1,68305506,68000
907.4,68305506,68000
909.1,68307582,68000
911.1,68307793,68000
908.4,68309457,68000
908.4,68309457,68000
906.2,68311529,68000
909.2,68311529,68000
907.3,68313386,68000
909.6,68313386,68000
909.6,68315389,68000
909.4,68315389,68000
906.7,68317455,68000
907.2,68317624,68000
909.1,68319261,68000
904.1,68319261,68000
906.5,68321234,68000
905.2,68321234,68000
907.4,68323237,68000
909.1,68323237,68000
911.2,68325232,68000
908.0,68325232,68000
908.4,68327500,68000
909.9,68327500,68000
907.3,68329551,68000
902.9,68329551,68000
909.2,68331551,68000
908.9,68331551,68000
906.2,68333509,68000
909.9,68333509,68000
908.4,68334510,68000
907.4,68335501,68000
908.2,68337606,68000
908.4,68337732,68000
907.5,68339238,68000
907.0,68339238,68000
911.4,68341307,68000
907.7,68341307,68000
906.9,68343324,68000
909.7,68343324,68000
909.9,68345320,68000
911.7,68345320,68000
909.2,68347369,68000
907.5,68347736,68000
907.5,68348745,68000
904.5,68348745,68000
909.8,68350643,68000
909.3,68351657,68000
909.9,68352763,68000
907.5,68352763,68000
904.4,68354753,68000
909.9,68354753,68000
909.0,68356720,68000
909.2,68356720,68000
912.2,68359186,68000
906.2,68359186,68000
909.9,68361172,68000
909.9,68361172,68000
909.8,68363861,68000
909.9,68363861,68000
909.9,68364879,68000
909.8,68364879,68000
906.8,68367103,68000
907.5,68367444,68000
909.0,68369158,68000
907.7,68369158,68000
907.3,68371174,68000
904.5,68371174,68000
908.9,68373173,68000
909.1,68373173,68000
906.2,68375173,68000
909.9,68375173,68000
909.9,68377174,68000
907.7,68377174,68000
909.0,68379235,68000
909.1,68379235,68000
909.6,68380425,68000
909.9,68380425,68000
910.0,68382515,68000
907.6,68382515,68000
904.7,68384453,68000
908.1,68384453,68000
907.0,68386648,68000
908.9,68387477,68000
906.7,68388982,68000
909.8,68388982,68000
911.3,68390735,68000
907.0,68390735,68000
906.7,68392754,68000
905.3,68392754,68000
907.4,68394836,68000
909.6,68394836,68000
909.7,68396849,68000
909.9,68396849,68000
907.7,68398927,68000
904.7,68398927,68000
909.7,68400642,68000
909.7,68402681,68000
909.7,68402681,68000
907.4,68404659,68000
907.7,68404659,68000
909.8,68406660,68000
904.5,68406660,68000
909.1,68408002,68000
907.6,68409096,68000
903.8,68411059,68000
907.5,68411059,68000
906.4,68413056,68000
908.8,68413056,68000
908.3,68415066,68000
906.9,68415066,68000
906.7,68416094,68000
905.5,68417276,68000
909.9,68418306,68000
907.0,68418306,68000
909.2,68420659,68000
910.4,68420659,68000
909.8,68422734,68000
909.2,68422734,68000
906.2,68424839,68000
906.9,68424839,68000
908.9,68426862,68000
909.2,68426862,68000
909.9,68428216,68000
907.7,68428216,68000
905.2,68430314,68000
905.2,68431270,68000
907.2,68432314,68000
910.0,68433267,68000
907.1,68434243,68000
910.0,68434243,68000
907.0,68436312,68000
909.2,68436312,68000
907.4,68438742,68000
907.7,68438742,68000
908.5,68440669,68000
912.3,68441677,68000
909.1,68442606,68000
908.0,68442606,68000
909.2,68444406,68000
905.1,68444406,68000
906.5,68446487,68000
910.2,68446487,68000
905.3,68448569,68000
903.7,68449138,68000
906.7,68450692,68000
909.8,68450692,68000
907.4,68451757,68000
906.9,68451757,68000
907.5,68453867,68000
904.5,68454842,68000
902.9,68455878,68000
905.4,68456787,68000
909.6,68458234,68000
912.2,68458234,68000
909.7,68460247,68000
909.0,68460247,68000
909.6,68462328,68000
911.4,68462328,68000
905.8,68464332,68000
907.6,68464332,68000
907.7,68466352,68000
909.4,68466352,68000
909.8,68468017,68000
909.9,68468017,68000
909.1,68470690,68000
909.9,68470690,68000
909.7,68472115,68000
912.1,68472115,68000
910.4,68474365,68000
909.2,68474365,68000
909.9,68476203,68000
907.7,68477085,68000
909.2,68478202,68000
907.8,68478202,68000
909.2,68480226,68000
910.0,68480226,68000
912.0,68482265,68000
909.8,68482265,68000
909.7,68484278,68000
911.4,68484278,68000
909.7,68486263,68000
909.8,68486263,68000
909.1,68488025,68000
907.4,68488025,68000
909.9,68490119,68000
907.8,68490119,68000
909.9,68492130,68000
912.2,68492130,68000
910.1,68494030,68000
908.9,68494030,68000
909.1,68496063,68000
907.2,68496063,68000
909.9,68498063,68000
909.0,68498063,68000
907.4,68499862,68000
910.3,68500712,68000
909.9,68501674,68000
904.8,68501674,68000
901.3,68503770,68000
909.9,68503770,68000
909.7,68506134,68000
910.2,68506134,68000
907.2,68508341,68000
908.9,68508520,68000
909.9,68509630,68000
906.7,68509630,68000
909.9,68511636,68000
909.7,68512575,68000
908.9,68513624,68000
907.6,68514572,68000
907.5,68515652,68000
908.2,68516571,68000
909.9,68517876,68000
908.8,68517876,68000
907.5,68519930,68000
909.8,68519930,68000
909.2,68521950,68000
906.7,68521950,68000
909.9,68523683,68000
914.4,68523683,68000
909.0,68525873,68000
909.9,68525873,68000
907.0,68527915,68000
907.9,68527915,68000
904.0,68529849,68000
909.2,68529849,68000
907.3,68531866,68000
909.2,68531866,68000
909.9,68533759,68000
906.9,68533759,68000
907.0,68535996,68000
907.0,68535996,68000
906.1,68538009,68000
909.8,68538347,68000
907.3,68539449,68000
908.5,68541436,68000
908.8,68542396,68000
909.6,68543438,68000
909.2,68543438,68000
907.7,68545436,68000
909.1,68545436,68000
909.2,68547863,68000
907.7,68547863,68000
908.9,68550559,68000
908.8,68550559,68000
907.7,68551601,68000
906.7,68551601,68000
907.5,68553793,68000
909.6,68553793,68000
909.2,68555780,68000
906.8,68555780,68000
907.3,68557356,68000
905.1,68557356,68000
908.6,68559465,68000
904.3,68559465,68000
907.8,68561436,68000
912.1,68561436,68000
907.4,68563430,68000
903.8,68563430,68000
909.9,68565397,68000
907.6,68566449,68000
908.9,68567692,68000
908.2,68567692,68000
908.4,68569199,68000
906.7,68569199,68000
908.4,68571170,68000
905.5,68571170,68000
907.9,68573394,68000
908.6,68573394,68000
910.6,68575644,68000
908.4,68575644,68000
909.2,68576750,68000
907.7,68578131,68000
908.9,68579496,68000
907.4,68579496,68000
905.5,68581518,68000
907.0,68581518,68000
908.4,68583358,68000
905.2,68583358,68000
909.8,68585370,68000
909.6,68585370,68000
912.2,68587580,68000
909.7,68587580,68000
909.8,68589639,68000
908.6,68589639,68000
909.9,68591642,68000
910.0,68591642,68000
906.5,68592642,68000
904.6,68593635,68000
902.3,68595638,68000
909.7,68595638,68000
909.9,68597838,68000
909.9,68598020,68000
907.3,68599017,68000
909.9,68599017,68000
906.1,68601125,68000
907.4,68601125,68000
909.7,68603401,68000
908.5,68603401,68000
909.1,68605386,68000
904.7,68605386,68000
907.2,68607397,68000
906.8,68607397,68000
906.6,68609396,68000
906.3,68609396,68000
909.4,68610504,68000
907.4,68611397,68000
904.8,68613479,68000
905.4,68613479,68000
907.9,68615464,68000
908.3,68615464,68000
904.3,68616466,68000
902.8,68617450,68000
907.0,68618469,68000
906.4,68618469,68000
905.3,68621404,68000
905.0,68621404,68000
905.7,68622965,68000
909.4,68622965,68000
907.9,68625643,68000
909.1,68625643,68000
907.2,68626648,68000
909.9,68626648,68000
908.4,68628673,68000
908.9,68629743,68000
906.2,68630755,68000
904.8,68630755,68000
904.9,68632785,68000
909.3,68632785,68000
908.3,68634740,68000
909.4,68634740,68000
906.4,68637177,68000
906.7,68637177,68000
906.6,68638271,68000
908.1,68639219,68000
910.0,68641183,68000
909.2,68641183,68000
908.1,68643181,68000
905.6,68643181,68000
907.3,68645188,68000
908.7,68645188,68000
906.8,68647386,68000
903.8,68647580,68000
909.6,68648688,68000
903.9,68648688,68000
909.9,68650632,68000
907.7,68650632,68000
904.0,68653529,68000
909.1,68653529,68000
907.2,68655406,68000
906.6,68655406,68000
903.1,68657822,68000
909.7,68657971,68000
907.9,68659102,68000
906.4,68659102,68000
903.4,68660024,68000
907.6,68661025,68000
905.2,68663484,68000
904.0,68663484,68000
909.6,68665392,68000
905.5,68665392,68000
907.0,68666459,68000
908.5,68666459,68000
908.9,68668915,68000
909.0,68668915,68000
909.0,68670911,68000
910.0,68670911,68000
906.7,68672911,68000
907.5,68672911,68000
907.2,68674916,68000
909.0,68674916,68000
909.2,68677164,68000
909.9,68677346,68000
909.7,68678492,68000
909.9,68680441,68000
909.2,68680441,68000
908.4,68682424,68000
904.4,68682424,68000
904.5,68684568,68000
906.6,68684568,68000
908.9,68687570,68000
907.8,68687570,68000
910.0,68689586,68000
909.4,68689586,68000
909.5,68690751,68000
909.0,68690751,68000
907.4,68693129,68000
906.8,68693129,68000
907.7,68695225,68000
906.7,68695225,68000
909.0,68696612,68000
906.7,68696612,68000
908.6,68698828,68000
905.3,68698828,68000
904.4,68699847,68000
907.5,68699847,68000
903.5,68702841,68000
909.2,68702841,68000
908.5,68703944,68000
907.6,68704887,68000
909.2,68705848,68000
907.0,68706894,68000
908.5,68708505,68000
906.6,68708505,68000
906.3,68710503,68000
908.7,68710503,68000
906.2,68712513,68000
906.2,68712513,68000
907.3,68714740,68000
905.4,68714740,68000
908.7,68716586,68000
906.0,68717516,68000
906.6,68718143,68000
909.1,68718143,68000
907.5,68721192,68000
904.7,68721192,68000
909.0,68722136,68000
906.2,68722136,68000
906.9,68724131,68000
901.6,68724131,68000
901.4,68726130,68000
906.1,68726130,68000
902.0,68728528,68000
909.1,68728528,68000
905.3,68729530,68000
909.6,68730531,68000
907.6,68731530,68000
906.3,68732531,68000
904.8,68734529,68000
908.2,68734529,68000
908.5,68735528,68000
909.4,68736529,68000
906.5,68737524,68000
908.4,68738722,68000
909.5,68740776,68000
908.1,68740776,68000
905.9,68742191,68000
906.7,68742191,68000
908.9,68744411,68000
907.3,68744411,68000
909.1,68747291,68000
906.0,68747291,68000
904.4,68747291,68000
903.3,68748342,68000
903.8,68749914,68000
904.2,68750902,68000
905.8,68752052,68000
905.9,68752052,68000
908.9,68754776,68000
905.4,68754776,68000
905.2,68755882,68000
909.3,68755882,68000
908.9,68758304,68000
907.0,68758304,68000
907.0,68760310,68000
905.6,68760310,68000
907.6,68762353,68000
906.6,68762353,68000
906.4,68764310,68000
908.7,68764310,68000
907.7,68766607,68000
908.7,68767017,68000
908.3,68768059,68000
909.1,68768180,68000
908.3,68769592,68000
901.5,68770505,68000
901.9,68771808,68000
907.6,68771808,68000
908.4,68773784,68000
907.5,68773784,68000
906.5,68776431,68000
908.4,68776431,68000
908.7,68777853,68000
909.6,68777853,68000
909.7,68779943,68000
902.2,68779943,68000
904.3,68781929,68000
905.2,68781929,68000
908.9,68783906,68000
905.7,68783906,68000
907.4,68785967,68000
907.9,68785967,68000
902.9,68787163,68000
902.6,68787163,68000
906.4,68789205,68000
903.3,68789205,68000
902.4,68791200,68000
904.1,68791200,68000
907.6,68793164,68000
904.9,68793164,68000
906.7,68796358,68000
908.1,68796358,68000
904.0,68797915,68000
905.5,68797915,68000
905.7,68799882,68000
906.0,68800643,68000
906.5,68801663,68000
903.0,68801663,68000
908.2,68804433,68000
905.2,68804433,68000
907.5,68806323,68000
907.0,68806323,68000
900.2,68807722,68000
903.4,68807722,68000
901.7,68809744,68000
906.6,68809744,68000
904.6,68811776,68000
906.6,68811776,68000
906.9,68813735,68000
905.5,68813735,68000
909.9,68815733,68000
908.4,68815733,68000
904.5,68817996,68000
907.0,68820112,68000
901.9,68820112,68000
906.2,68822056,68000
902.4,68822056,68000
903.7,68824075,68000
901.5,68824075,68000
908.0,68826257,68000
906.8,68827062,68000
906.7,68827512,68000
906.7,68827512,68000
906.6,68829515,68000
908.4,68829515,68000
904.8,68831569,68000
905.0,68831569,68000
910.1,68833240,68000
902.2,68833240,68000
908.6,68834909,68000
907.2,68835923,68000
903.6,68836991,68000
907.7,68836991,68000
910.0,68839331,68000
904.5,68839331,68000
909.2,68841317,68000
904.6,68841317,68000
905.3,68843388,68000
907.4,68843388,68000
909.1,68845335,68000
905.5,68845335,68000
911.3,68847792,68000
907.4,68847792,68000
907.4,68849869,68000
910.4,68849869,68000
907.7,68850795,68000
907.7,68851794,68000
908.0,68853338,68000
906.8,68853338,68000
904.8,68855435,68000
906.0,68855435,68000
909.2,68858012,68000
906.5,68858012,68000
907.5,68859094,68000
908.5,68860014,68000
907.0,68861111,68000
902.9,68861111,68000
909.2,68863100,68000
909.9,68863100,68000
908.7,68865182,68000
902.4,68865182,68000
906.4,68867419,68000
903.9,68867419,68000
909.6,68869425,68000
909.8,68869425,68000
907.4,68871431,68000
904.5,68871431,68000
902.4,68873285,68000
903.0,68873285,68000
904.4,68875382,68000
908.5,68875382,68000
908.3,68877386,68000
903.1,68877386,68000
906.0,68879046,68000
909.0,68879046,68000
909.1,68881064,68000
903.7,68881064,68000
906.9,68883038,68000
910.2,68883038,68000
906.8,68885724,68000
903.3,68885724,68000
906.0,68887206,68000
903.3,68887206,68000
906.6,68889720,68000
905.9,68890753,68000
906.9,68890753,68000
905.0,68891743,68000
905.3,68893771,68000
904.9,68893771,68000
900.3,68895037,68000
906.3,68895037,68000
902.8,68897167,68000
907.3,68897167,68000
905.0,68898925,68000
899.7,68898925,68000
907.3,68900934,68000
908.2,68900934,68000
903.2,68902927,68000
905.5,68902927,68000
908.9,68905091,68000
909.4,68905940,68000
909.8,68907635,68000
907.0,68907635,68000
908.4,68908719,68000
907.0,68908719,68000
907.6,68910767,68000
908.9,68910767,68000
908.7,68913677,68000
909.9,68913677,68000
904.9,68914989,68000
908.4,68914989,68000
905.9,68917103,68000
909.9,68917103,68000
909.4,68918491,68000
909.7,68918491,68000
905.1,68921499,68000
909.9,68921499,68000
910.0,68922592,68000
907.3,68923544,68000
910.1,68924582,68000
904.6,68924582,68000
907.5,68926593,68000
907.5,68927544,68000
910.6,68928954,68000
910.0,68928954,68000
909.9,68930913,68000
910.0,68930913,68000
907.6,68932591,68000
907.7,68933605,68000
907.7,68934112,68000
906.9,68935123,68000
909.9,68936139,68000
908.4,68937322,68000
908.2,68938512,68000
912.0,68938512,68000
907.2,68940601,68000
906.0,68940601,68000
909.2,68942511,68000
907.0,68942511,68000
909.1,68944583,68000
910.0,68944583,68000
908.9,68946597,68000
907.0,68946597,68000
907.5,68947875,68000
909.8,68948914,68000
906.1,68949970,68000
909.7,68950927,68000
905.2,68951959,68000
906.7,68952897,68000
909.4,68954725,68000
908.8,68954725,68000
906.9,68957395,68000
908.2,68957395,68000
903.6,68958779,68000
908.2,68960878,68000
904.7,68960878,68000
906.9,68962868,68000
907.4,68962868,68000
906.3,68963960,68000
907.2,68964914,68000
906.8,68966630,68000
907.4,68966630,68000
904.7,68967976,68000
905.9,68969039,68000
909.5,68970051,68000
908.9,68971050,68000
907.4,68972046,68000
911.2,68973039,68000
905.1,68974053,68000
904.2,68975035,68000
907.6,68976062,68000
907.6,68977278,68000
905.6,68978363,68000
905.2,68978363,68000
909.8,68980370,68000
907.7,68980370,68000
909.7,68982371,68000
904.7,68983676,68000
908.9,68983798,68000
904.9,68983798,68000
908.5,68986543,68000
905.4,68986543,68000
905.0,68988573,68000
905.2,68988573,68000
904.5,68990660,68000
907.5,68990660,68000
907.0,68992660,68000
909.6,68992660,68000
909.8,68994674,69000
906.0,68994674,69000
907.5,68996678,69000
906.0,68996678,69000
904.6,68998078,69000
906.5,68998078,69000
907.1,69000191,69000
909.0,69000191,69000
909.1,69002164,69000
901.6,69002164,69000
904.6,69004154,69000
907.6,69004154,69000
903.9,69006168,69000
907.5,69006168,69000
902.3,69008473,69000
909.6,69008473,69000
909.2,69010711,69000
909.2,69010711,69000
905.0,69012458,69000
908.2,69012458,69000
904.4,69014480,69000
909.4,69014480,69000
906.3,69016154,69000
907.3,69016154,69000
904.4,69018665,69000
904.1,69018665,69000
906.1,69020659,69000
909.7,69020659,69000
906.4,69022319,69000
909.9,69022319,69000
908.9,69024333,69000
908.9,69024333,69000
907.1,69026370,69000
907.4,69026370,69000
909.9,69028679,69000
906.9,69028679,69000
908.2,69029765,69000
903.7,69030682,69000
901.8,69031773,69000
903.8,69032683,69000
903.5,69033782,69000
908.6,69033782,69000
902.3,69035769,69000
907.7,69035769,69000
904.3,69038189,69000
902.3,69038189,69000
902.8,69040097,69000
904.6,69040702,69000
899.4,69042205,69000
905.0,69042205,69000
904.0,69044105,69000
904.1,69044105,69000
903.4,69045341,69000
903.4,69046428,69000
905.2,69047800,69000
903.1,69047800,69000
905.8,69049892,69000
898.3,69049892,69000
903.2,69051818,69000
904.2,69051818,69000
908.0,69053907,69000
900.3,69053907,69000
904.1,69055885,69000
903.6,69055885,69000
903.7,69058237,69000
900.7,69058237,69000
904.2,69059349,69000
902.6,69060457,69000
905.7,69061644,69000
900.0,69061644,69000
905.7,69063622,69000
907.9,69063622,69000
903.8,69065932,69000
904.3,69065932,69000
904.8,69068076,69000
905.4,69068254,69000
905.8,69069859,69000
903.7,69069859,69000
899.0,69071866,69000
903.7,69071866,69000
901.8,69073869,69000
903.4,69073869,69000
902.8,69075903,69000
899.2,69075903,69000
903.6,69076961,69000
900.3,69077948,69000
904.3,69079798,69000
906.8,69079798,69000
910.2,69081571,69000
906.8,69081571,69000
909.3,69083794,69000
905.0,69083794,69000
906.6,69085769,69000
907.5,69085769,69000
902.1,69087839,69000
902.9,69088236,69000
906.5,69089763,69000
905.2,69089763,69000
904.3,69091760,69000
902.1,69091760,69000
903.3,69093688,69000
903.9,69093688,69000
902.3,69095700,69000
902.2,69098038,69000
904.7,69098038,69000
902.3,69099150,69000
906.5,69100110,69000
907.9,69101146,69000
903.4,69101146,69000
903.3,69103134,69000
904.5,69103134,69000
904.4,69105152,69000
901.2,69105152,69000
908.6,69107813,69000
902.9,69107813,69000
905.8,69109865,69000
906.9,69109865,69000
901.8,69111355,69000
905.2,69111355,69000
905.2,69113555,69000
901.8,69113555,69000
902.3,69115569,69000
906.4,69115569,69000
908.9,69117768,69000
907.7,69118175,69000
907.1,69119560,69000
908.2,69119560,69000
907.2,69121579,69000
908.8,69121579,69000
907.9,69123621,69000
903.1,69123621,69000
906.3,69124695,69000
901.5,69125724,69000
904.4,69126713,69000
902.3,69127717,69000
908.7,69129222,69000
908.6,69129222,69000
909.8,69131191,69000
907.0,69131191,69000
906.4,69133179,69000
906.0,69134161,69000
904.0,69135169,69000
902.6,69135169,69000
906.6,69137156,69000
905.4,69137156,69000
904.4,69138318,69000
907.8,69139508,69000
909.6,69141512,69000
904.4,69141512,69000
908.2,69143457,69000
903.4,69143457,69000
906.9,69145362,69000
906.7,69145362,69000
909.1,69147267,69000
909.3,69147267,69000
906.7,69149314,69000
907.2,69150295,69000
906.5,69151309,69000
906.9,69151309,69000
909.1,69153492,69000
908.5,69153492,69000
905.2,69155339,69000
903.6,69155339,69000
905.0,69157356,69000
908.8,69157356,69000
904.6,69159257,69000
903.7,69159257,69000
906.9,69160351,69000
906.4,69161269,69000
906.3,69163231,69000
903.5,69163231,69000
904.4,69165256,69000
903.3,69165256,69000
906.6,69167258,69000
903.2,69167258,69000
898.9,69169599,69000
906.7,69169599,69000
900.7,69170591,69000
906.5,69170591,69000
902.4,69172658,69000
905.2,69172658,69000
906.9,69174671,69000
909.4,69174671,69000
902.2,69176666,69000
901.1,69176666,69000
905.9,69179093,69000
904.6,69179093,69000
907.3,69181100,69000
903.6,69181100,69000
908.6,69182739,69000
904.8,69182739,69000
898.6,69184819,69000
907.7,69184819,69000
905.1,69187379,69000
901.9,69187569,69000
908.2,69188987,69000
909.9,69188987,69000
904.5,69191012,69000
904.1,69191012,69000
906.0,69192965,69000
908.3,69192965,69000
904.8,69195009,69000
904.0,69195009,69000
905.3,69196939,69000
906.7,69196939,69000
908.4,69198934,69000
905.0,69198934,69000
904.0,69201076,69000
905.0,69201076,69000
900.5,69203028,69000
903.0,69203028,69000
908.6,69204995,69000
907.5,69204995,69000
903.7,69206121,69000
909.0,69207310,69000
898.1,69208412,69000
905.7,69209370,69000
909.9,69210428,69000
904.2,69211368,69000
906.5,69212426,69000
903.5,69213368,69000
901.9,69214403,69000
902.3,69215388,69000
909.4,69216400,69000
905.1,69217424,69000
902.0,69218695,69000
906.0,69219667,69000
905.1,69220699,69000
905.2,69220699,69000
903.6,69222908,69000
906.4,69222908,69000
903.0,69224861,69000
903.3,69224861,69000
908.2,69226748,69000
903.3,69227625,69000
907.3,69228650,69000
905.6,69228650,69000
903.9,69231220,69000
907.3,69231220,69000
907.8,69232434,69000
906.9,69232434,69000
904.5,69234407,69000
904.8,69236395,69000
905.4,69236395,69000
906.8,69238638,69000
904.0,69238638,69000
903.3,69240635,69000
900.7,69240635,69000
907.1,69242663,69000
903.5,69242663,69000
903.8,69244628,69000
904.6,69244628,69000
907.0,69247634,69000
908.3,69248174,69000
903.6,69248174,69000
906.7,69248174,69000
904.8,69250158,69000
907.3,69250158,69000
904.2,69252657,69000
905.6,69252657,69000
906.7,69254674,69000
903.7,69254674,69000
903.9,69256515,69000
904.2,69256515,69000
906.3,69258618,69000
906.0,69258618,69000
905.7,69260594,69000
907.5,69260594,69000
905.9,69262535,69000
905.0,69262535,69000
903.7,69264531,69000
901.5,69264531,69000
905.8,69266532,69000
903.5,69266532,69000
906.2,69267890,69000
901.3,69268946,69000
908.4,69269898,69000
904.1,69269898,69000
908.1,69271980,69000
905.4,69271980,69000
907.7,69274460,69000
901.4,69274460,69000
907.2,69276352,69000
908.2,69277030,69000
908.1,69278317,69000
907.1,69278317,69000
902.9,69280694,69000
905.9,69280694,69000
906.1,69282309,69000
901.9,69282309,69000
903.2,69284336,69000
905.5,69284336,69000
902.0,69286317,69000
901.5,69286317,69000
905.6,69288076,69000
907.4,69288076,69000
905.8,69290693,69000
903.5,69290693,69000
907.6,69291830,69000
904.2,69291830,69000
907.3,69294486,69000
904.1,69294486,69000
902.2,69296782,69000
904.3,69297212,69000
903.3,69298212,69000
906.3,69298212,69000
903.9,69300235,69000
904.7,69300235,69000
904.6,69302240,69000
906.3,69302240,69000
904.0,69304235,69000
901.8,69304235,69000
903.2,69306236,69000
904.8,69306236,69000
904.6,69308514,69000
903.2,69308514,69000
901.1,69309529,69000
904.9,69310512,69000
901.8,69311551,69000
903.3,69312514,69000
906.9,69313550,69000
904.3,69313550,69000
906.1,69316284,69000
904.5,69316284,69000
900.7,69317379,69000
908.1,69318614,69000
902.6,69320074,69000
905.6,69320717,69000
905.5,69322140,69000
907.0,69322140,69000
901.8,69324345,69000
900.9,69324345,69000
901.2,69325753,69000
903.3,69325753,69000
906.8,69328155,69000
901.6,69328155,69000
903.3,69329250,69000
903.4,69330203,69000
901.5,69331247,69000
903.4,69332212,69000
907.5,69333237,69000
907.5,69334206,69000
905.5,69335250,69000
907.4,69336204,69000
903.6,69337482,69000
902.9,69337482,69000
906.6,69339573,69000
905.8,69340493,69000
904.6,69341776,69000
902.6,69341776,69000
902.6,69344018,69000
903.2,69344018,69000
899.1,69345988,69000
903.5,69345988,69000
906.8,69348024,69000
905.0,69348629,69000
905.4,69349627,69000
903.3,69349627,69000
903.2,69351850,69000
903.2,69351850,69000
903.2,69353838,69000
907.4,69353838,69000
906.8,69355853,69000
903.3,69355853,69000
904.9,69357963,69000
902.7,69358216,69000
899.5,69359326,69000
906.9,69359326,69000
903.3,69361315,69000
904.6,69361315,69000
908.9,69363288,69000
904.1,69363288,69000
901.5,69365301,69000
901.1,69365301,69000
906.0,69367641,69000
904.1,69367641,69000
903.4,69369732,69000
904.8,69370249,69000
901.8,69371477,69000
902.0,69371477,69000
903.5,69373847,69000
905.7,69375794,69000
903.2,69375794,69000
904.3,69377969,69000
907.4,69378231,69000
906.1,69379364,69000
908.4,69379364,69000
904.0,69381351,69000
902.2,69381351,69000
905.6,69383361,69000
907.4,69383361,69000
905.6,69386230,69000
906.8,69386230,69000
909.5,69387594,69000
907.0,69387594,69000
904.2,69389606,69000
905.1,69389606,69000
905.6,69391602,69000
906.3,69391602,69000
907.9,69393657,69000
908.2,69393657,69000
907.3,69395513,69000
905.6,69395513,69000
899.9,69397536,69000
905.0,69397536,69000
905.3,69399423,69000
906.6,69399423,69000
904.5,69401499,69000
906.7,69401499,69000
903.7,69403615,69000
903.3,69403615,69000
903.7,69405634,69000
905.1,69405634,69000
904.4,69407782,69000
901.8,69407936,69000
905.5,69409040,69000
903.1,69410002,69000
904.0,69411034,69000
908.1,69411990,69000
907.2,69413028,69000
907.0,69414008,69000
901.7,69415037,69000
908.8,69415996,69000
903.7,69416854,69000
906.7,69416854,69000
908.0,69418462,69000
904.5,69419523,69000
907.4,69421522,69000
902.9,69421522,69000
905.2,69423428,69000
903.7,69423428,69000
901.0,69425377,69000
906.4,69425377,69000
899.3,69427849,69000
909.4,69427849,69000
903.3,69429233,69000
905.2,69429233,69000
903.7,69431265,69000
906.4,69431265,69000
902.3,69433233,69000
906.8,69433233,69000
909.2,69435252,69000
907.6,69435252,69000
903.4,69437959,69000
903.2,69437959,69000
908.8,69439019,69000
906.3,69439019,69000
907.1,69441025,69000
908.9,69441025,69000
906.7,69443020,69000
908.8,69443020,69000
902.3,69445057,69000
906.3,69445057,69000
906.8,69447518,69000
906.9,69447518,69000
908.9,69448521,69000
904.1,69449567,69000
904.7,69450603,69000
903.8,69450603,69000
908.8,69453099,69000
904.6,69453099,69000
905.7,69455050,69000
903.6,69455050,69000
907.7,69457029,69000
903.0,69457686,69000
904.5,69459012,69000
905.1,69459012,69000
904.7,69461037,69000
904.9,69461037,69000
902.9,69463080,69000
908.5,69463080,69000
904.4,69465160,69000
906.5,69465160,69000
905.9,69467540,69000
901.6,69467540,69000
903.6,69468580,69000
908.4,69468580,69000
905.8,69470760,69000
904.2,69470760,69000
904.3,69472937,69000
901.8,69472937,69000
902.7,69475041,69000
908.9,69475041,69000
904.9,69476876,69000
904.5,69476876,69000
905.4,69478995,69000
905.9,69479944,69000
906.4,69480891,69000
907.8,69480891,69000
902.6,69482980,69000
